raw_value,count
1788261290,2
1788372305,2
1786775382,2
1788405494,2
1788234249,2
1788638833,2
1787377397,2
1787164893,2
1786798353,2
1789248916,2
1788024354,2
1789242369,2
1786130589,2
1787225002,2
1786305215,2
1786462870,2
1787161386,2
1788712990,2
1787109996,2
1788026664,2
1788183129,1
1788318129,1
1786376169,1
1788020389,1
1787101615,1
1786096446,1
1786148660,1
1787479968,1
1786528855,1
1787342773,1
1787228359,1
1787897309,1
1786784113,1
1787687104,1
1787453889,1
1787980313,1
1787121017,1
1787735467,1
1787391664,1
1788484740,1
1788913212,1
1788720661,1
1787873901,1
1786240512,1
1788774888,1
1787470378,1
1787150118,1
1787450182,1
1788944547,1
1786783130,1
1786447641,1
1785799671,1
1788175989,1
1786845226,1
1788328042,1
1788200591,1
1785522122,1
1787656160,1
1787701215,1
1788886599,1
1788262524,1
1786759642,1
1786375094,1
1786159020,1
1787793973,1
1788689625,1
1787765413,1
1786070487,1
1788970429,1
1785824815,1
1785802416,1
1788519820,1
1786829482,1
1786289860,1
1787288760,1
1786498622,1
1789336993,1
1788720249,1
1787176357,1
1788429496,1
1786227320,1
1787910552,1
1788324958,1
1789220309,1
1788938551,1
1788803818,1
1786109302,1
1787756876,1
1788020422,1
1788188236,1
1787303734,1
1786945259,1
1789101800,1
1787257168,1
1786988636,1
1787565229,1
1786112711,1
1786322535,1
1787137552,1
1786431991,1
1788341655,1
1788840264,1
1789343074,1
1787541697,1
1788351045,1
1786982421,1
1786550593,1
1786824108,1
1788093170,1
1785993384,1
1786807602,1
1787523174,1
1788541431,1
1786469799,1
1786806858,1
1785852462,1
1785969194,1
1787936323,1
1787964538,1
1788941309,1
1786463491,1
1789142019,1
1788211262,1
1787114313,1
1786283394,1
1786745127,1
1786476977,1
1789168159,1
1786141366,1
1786688775,1
1788409258,1
1788808996,1
1786580815,1
1787511750,1
1785937059,1
1788360421,1
1789131827,1
1785780932,1
1788233531,1
1788010886,1
1786815278,1
1787990768,1
1789189382,1
1787173969,1
1787129878,1
1787189964,1
1788284035,1
1788793404,1
1786529412,1
1788973268,1
1786559991,1
1787862138,1
1786890000,1
1786711438,1
1787767597,1
1787152428,1
1786764672,1
1787657630,1
1786254008,1
1787848967,1
1786813305,1
1786502428,1
1787046121,1
1786074809,1
1787878754,1
1786185757,1
1787439661,1
1787582454,1
1789070301,1
1785649887,1
1787825585,1
1786311089,1
1788449120,1
1788358711,1
1786924898,1
1787523848,1
1787561267,1
1789314016,1
1786686288,1
1786757099,1
1788521687,1
1787919545,1
1787487158,1
1788609459,1
1786267593,1
1787064161,1
1786581964,1
1787416586,1
1786870799,1
1788451019,1
1786432959,1
1786388151,1
1788581270,1
1786470550,1
1785935231,1
1786597721,1
1786740674,1
1788369542,1
1788105846,1
1787454115,1
1788934601,1
1787965423,1
1785647310,1
1788201576,1
1788314979,1
1788801395,1
1786582754,1
1788562345,1
1786939919,1
1788611190,1
1788206891,1
1789008331,1
1786252505,1
1788201763,1
1786100853,1
1788954488,1
1788681293,1
1786630036,1
1785967229,1
1788869935,1
1786566739,1
1788852544,1
1788312602,1
1788248732,1
1788292296,1
1787351984,1
1786017627,1
1786537431,1
1786036933,1
1789056358,1
1787579709,1
1787790235,1
1786055454,1
1789095225,1
1787571185,1
1787793714,1
1786617641,1
1788058890,1
1786307017,1
1788903503,1
1788978886,1
1787583987,1
1788446184,1
1788462625,1
1787325406,1
1788319506,1
1787103965,1
1787744088,1
1787068032,1
1788976504,1
1786457743,1
1787160086,1
1786854258,1
1788631605,1
1788428087,1
1789356734,1
1785845986,1
1786734859,1
1787850046,1
1787488085,1
1787463159,1
1785800809,1
1785905506,1
1786881876,1
1786603229,1
1787494993,1
1786010457,1
1785923574,1
1787078071,1
1787818243,1
1789231284,1
1786685085,1
1788192632,1
1786383570,1
1785819640,1
1787307781,1
1788845256,1
1786836977,1
1788082366,1
1787147082,1
1786450514,1
1786738496,1
1787635326,1
1786037876,1
1787533638,1
1788423733,1
1787872018,1
1787724272,1
1788598538,1
1786139343,1
1787966554,1
1787965542,1
1788034974,1
1787356752,1
1787594788,1
1788478756,1
1788262179,1
1787057787,1
1787987363,1
1787529465,1
1786026810,1
1786598478,1
1785949879,1
1785998641,1
1787152556,1
1787623488,1
1787143677,1
1787530614,1
1786324592,1
1786413114,1
1788107975,1
1789240396,1
1786131935,1
1786982439,1
1788746165,1
1786373167,1
1786207547,1
1788101060,1
1789187420,1
1787870483,1
1785914101,1
1787020422,1
1787884397,1
1788036578,1
1788742844,1
1788473689,1
1788748861,1
1786096631,1
1787234919,1
1787846140,1
1789038580,1
1785848109,1
1787710638,1
1787473127,1
1788909396,1
1786851093,1
1787506122,1
1787472475,1
1785881413,1
1788511393,1
1788202529,1
1788504740,1
1789024177,1
1788067070,1
1787744766,1
1786818312,1
1787657318,1
1787190002,1
1786222357,1
1786673899,1
1788063935,1
1786588169,1
1786293459,1
1786563301,1
1787484254,1
1788719197,1
1788841896,1
1786865690,1
1788528361,1
1786775035,1
1787133618,1
1787611906,1
1787667981,1
1786703391,1
1788057481,1
1785587480,1
1787678316,1
1786539413,1
1789246519,1
1788745656,1
1788275564,1
1787137922,1
1788585176,1
1788102234,1
1788106740,1
1789024807,1
1789007619,1
1786384191,1
1786327354,1
1788659997,1
1789292937,1
1787308428,1
1785804048,1
1787812836,1
1785583657,1
1786375612,1
1785802092,1
1788694556,1
1785797082,1
1786167692,1
1786641594,1
