raw_value,count
1785815528,2
1786350470,2
1788426430,2
1788447034,2
1786992843,2
1787298383,2
1786802500,2
1787833723,2
1786073668,2
1785935550,2
1787277292,2
1788148438,2
1788410978,2
1787941554,2
1788498083,2
1786999233,2
1787888526,2
1786672745,2
1787844614,2
1787024273,2
1788278501,2
1786796796,2
1786065442,1
1788630794,1
1787819664,1
1786435581,1
1787403725,1
1786389635,1
1788080935,1
1788604949,1
1786245375,1
1786293440,1
1787951774,1
1785614703,1
1787630199,1
1786226774,1
1785609510,1
1786784113,1
1786301929,1
1788777520,1
1786005721,1
1787063010,1
1785861238,1
1788494641,1
1786909046,1
1786261590,1
1788616137,1
1786268612,1
1788588417,1
1788637592,1
1786011823,1
1787673601,1
1786924551,1
1787948007,1
1787971686,1
1788054973,1
1787783279,1
1787078340,1
1787213934,1
1788981560,1
1786266289,1
1785580349,1
1787396363,1
1787547763,1
1787061262,1
1785563428,1
1787903141,1
1787974524,1
1787222119,1
1787056431,1
1785909425,1
1788556817,1
1787802532,1
1786827547,1
1788050538,1
1785543805,1
1787869919,1
1786357824,1
1788924138,1
1788471607,1
1788496932,1
1786913600,1
1785708393,1
1785897821,1
1786790497,1
1787984393,1
1787424785,1
1787882119,1
1785806230,1
1786619066,1
1787282888,1
1788387282,1
1787997050,1
1786976939,1
1787070283,1
1787134155,1
1786819350,1
1786717494,1
1788571398,1
1785922604,1
1787537246,1
1787410136,1
1788034549,1
1785775748,1
1787059914,1
1788267358,1
1786524947,1
1788626207,1
1786229594,1
1787650186,1
1785863293,1
1786100066,1
1786495630,1
1788011836,1
1787288244,1
1788242820,1
1787281447,1
1786351403,1
1788727400,1
1786139839,1
1786388532,1
1785852135,1
1787071990,1
1786961233,1
1786432007,1
1787453720,1
1786332961,1
1788102324,1
1787275449,1
1786618818,1
1786000002,1
1785879268,1
1786794693,1
1786780229,1
1786991895,1
1788628035,1
1788346694,1
1786452543,1
1787300497,1
1788917496,1
1786687308,1
1788477894,1
1786339942,1
1786865869,1
1786298782,1
1786975554,1
1787285818,1
1788138780,1
1787323061,1
1786000915,1
1785678738,1
1787824639,1
1785617085,1
1787123197,1
1788196694,1
1788534763,1
1787592625,1
1787858480,1
1787486360,1
1788897738,1
1787986873,1
