raw_value,count
a850e8e3b66e04874b15,2
fb0adb1be2e3827887a25a39607a7f80,2
44adbf080736612925c44c4edb344,2
d50221e899461f417598f367dbf730cbe3dda7428683425f,2
4e624696b8efed8d481018d75f891967e6b2d195e192b6,2
47627b5618ad3e7f0fc9340fbe56fa5d54,2
39e264dd0d2713374f3c1ec43e94eae007c1ab1db,2
7c6d876c466bfd42c086778c1e24d5ba3822e8,2
285fb7f106f63,2
7a4b1a0d53bd49,2
7eb56f7c05c47fc,2
7c82dcd9f1cb263f0cf34255fed05f2f21a5ad,2
2e187ac3f322ecc655,2
b538165c0a863feb1a43caf814cd10fa93f0fa4f0,2
cebb9e4c326200e82aafe77a3,2
e6f437a65021d195e1d171f1,2
605fa5afc7240e3d84603f476253f2799e645,1
a86883cdf773b,1
2fb509e4b24f49c54776757ec5ce1994b9a4,1
4382206f354ca7,1
1ac851db0c82d807a9a0fc89aaccf14dd6cd10f91,1
04569534b074a9d41b,1
7dcfc79b90e2edb2478fda25c9b1,1
622303be663b823a5b4f49ac5cbdcf9099e92a41e95a838041,1
206a3d79705a74cbd9cd26340673f5653a71467b2bf81ed,1
cd38ed4f7750062fdd52e635fccecbefc243db95f04,1
a18d0d9a84a83b0e8f,1
20772c275109be91064cec02851,1
3468c3e69ce74c3f1da1f48cb8a64,1
bb74e070d71421ea70685372c5ee767b,1
8d53149faa1a5f26dc8d164baca445ae97,1
8ded59c9fb33a25e6babc0a5c5701173d7,1
72965a00482ea91e557dd80866ad4605e1d50eb74,1
0ceb8619a4bbf0490e388e518230600bb3b0f,1
23fa7d26816f1daf5ed4771450eb6ce,1
904b2f1e3b44b466c60f58,1
29f180c851a8695ab37506,1
2e9d5c5e0b571e39302138ab5d76c5d09,1
cb38806f54039c2ed7158d316a3d33d191f94e8280117a8,1
f3c6db7297fec536365ab9,1
37814b55da320a07569bd5b0f1e5337b1e9effce97,1
2ce23ad51ea4fbddbbf19cacb863dadd32c799ac9024e73dc9,1
40f7a2771f77a257,1
3d622cc75e29663b10b2db210eea983ecf03f405450cff,1
ad63e06b076ba3987541f2016dfd3ba33,1
841e09e870b6ae9263,1
7d431a889e83,1
29f185271ef681b0b45b58b62f33b2bc0ed93,1
46f540489907828cd09241242,1
20004a1421583d6867d8bccab491c0bdbb7c736942605c2,1
41f7418e0f5471918afb42bf3f908,1
e8e8fe883ee1a,1
79d46205e6c411bb7b98186,1
b4ddc2d40fe1cf,1
a0d5e92c9b9,1
4d4a5ae8f5b1,1
f69a1dc1f39fba2248,1
81d03394d774d2f0601cb4,1
16c470049332daef85a864c53f40ee653866febd8f35db752,1
c1eed0d966b60d1e7a0c091dc8ae,1
3dd80f6e891fff,1
4acfa1b6cacd47dbb77a13331338ed4a5aef,1
66aa459d471652b8186bb017cdd75321926,1
b95283c6f534ab98b934b304ddcc,1
b449f325ceb16c4b2c62540f303e73c4,1
5988dc4deeb67c64f13d32e12c5901978e,1
197cb2d9177468,1
91ac2dc97bf9bf9,1
f5a7823c6637748c351a260df99b9,1
5013d09b4958875c973f88d393d4a68012ce8222ab82e3a,1
011c62df09143b4415,1
11e0f74bb366a32a764e4f17c2573b84755d6706f114e390c2,1
ad95459601c43fe06e2f0e2cc47bc9ac8b99fee7e5,1
46ea269a86cf2e98d2f04f9f4c9e3c5aba33297d7ba11a6a1,1
796a22e1c34398707251babe0f63,1
5a6f792505388e23b540e87ae4a45d24c5df65da36d8,1
4341c9c4072f7e7708a4db2f1b91044c0cca2c,1
6d13b28e465414f28e726cd78879fa3917b24125a2c9bb19,1
236072b16727cf204b85a7d6b,1
6ecd929ac58d15,1
c4c928ddb8aa39aef330be26f61fbceb876c6d9,1
c8d88f84656c096612b480c6c351ec30074ff,1
8f7cb499d5e80d5447c8996a3cbd00651,1
ef7826e2082a30123,1
37c3bf09ae0d8238dd2c8ddb778a87f46,1
6ef789fc055eb5998d967f7c6320cd738957b768e6f3e,1
3e8eb992641d4ba5b5e67bcf69de07cf2669b5f081e7e6f97,1
5b1915ade00e949962a01923f8b3c573b951fcb2bec75bbefb,1
b151bba4b596cb6a07f2bb5d6c20f29db7dd0fc,1
92ac41557b30264868f3002c32ae842,1
57b26e65c8a6356d9f5c0256d89,1
df249359ddb1a54a8d0c260060ca691ba6898d5,1
8f58206492650b6d8bcc729defcb16ac098d515a,1
61f33d7b0703e1a307dd4ee1712b85c90bba647e1d5155f9,1
7899d9964eb584d9e5e830ac6251557fad8249f5aff62de88d,1
258a4fb0f157e5314b968bc54baddd720b05b4556,1
a6068fec966a83fb5525d1da2307c83dfc86d3ffb28bf323a,1
0a9e41edae10,1
db20cbbeabcb043cfedf,1
478e0cb0b0ddd0260738b6bf7,1
1ae404d9352226,1
cfb64b394983f2,1
cdce6fa47ab7793408e721b6cf400fbb2ef7492d74,1
cab992ec1b,1
7269760ce0fe16101845f8ac0acb3424cb041e12d20c,1
3eac205933d7ffdfa0c21d6c050d85ee1f0e70f8,1
aff4b1a25692d17d2fad90aca02d847573,1
5f80c99eb7063f,1
ca69d5edfe33e8f9caf8278f11f390996773a,1
19f5c075bd19fc3e7a338dac375f3ff4,1
cbe4640e6045fe503fe338003287b8b7305b2,1
4b3268967d35000a69d3684fcc260296b61ede62d513bae,1
5523ddccd659ac61abd7968f28851cbedc63f83841c429c76,1
cf0c9a597e3fb407fa97bb1006ca67c73507,1
f19a0ea55bbce43081f95d0,1
6243db3f8d9b352dc2d16397,1
c83063f14e4372b17b8e7f493b22efba5f4f3ae189c,1
026578ebfa3b938e635aa7b68723beecc1d5b70,1
55b5ba7de0f032ee6fcc,1
1eea6ebf79ba0cb344,1
f88e4aac350b782cd9a1962b6,1
e0a8a2ea0b93e9eacea15012f3,1
3e42a48e59b9ac50,1
25cfb3bcd4b79d74b852e92044a2271d648c178,1
2f6656c474a0067f7d44e9c,1
49c0a2f6ac5c0873f876a9bcced1d906,1
a809946f3f79035,1
a8470a128c8888577,1
c45cdb306a4e5,1
4431d98e162c0a7daba19afd8d3891e,1
79517980488dfb7a92154486ec95c215bd5147d5,1
452536c78f8a8da93c28134d1afceefb,1
54928872dc5d214ed,1
c4606533b2d14545c7ecdc9739a33e2d3e9829c5,1
4d7c87eaeabd8f0415b065aa56ee93e49b3cc01dac4e2e73,1
be61687146d5127344a06fdbbccb694d0ef6578c26be3963b5,1
847593be0f6b0ddf663e7053d5,1
23b0d1f389c1ae809,1
e13f3a451587e52eacccf3280e7fe6e,1
d82cb975274a03d7c78bac1675,1
883ad5920458782553e72c0743a429eb,1
fe82cdfc9d0b5eac,1
4cbc2c68b3bfe799590e6c10,1
95ce6265678b9ed2f30170c78620e588,1
4202b1eb8291e3be159ab001f6063c7135506,1
509f2b57125b31b5162d47b234235288747cd16,1
654a99b820208841244db7a3127daab0561922,1
6b023f9f409c244b,1
3f9a3a8803c998a14468d5,1
17aeda2f5308180d30ea340bd5e506b567,1
c324e9ea843,1
76149705eba033b924a53,1
29fc7c5e08dc3fb324b4a83fafe020ee411e277d6c,1
2c3e3633926a6733fcb80899b3fd72e7a5bd12,1
9c89df500e9561dc1a6f0,1
da3c9fa6a4fde0,1
39530139c6b7,1
06730a79a7fc86f58831dbf5758ade768f49ed78612777,1
880986952abc969b949daee,1
a1c9667deb2c6f6a478d8d16f43c01fcce3b1da4,1
f16dd848e26c472306c04191437d56,1
48cba5b8b2,1
643ff0ebba9b84968b0edb0,1
1ad2b243d5f3845c3440221d0204e0bfb1f6e,1
9b6262b5a366cc539254e712,1
2f2924d8fdcefdd8c6641d2398b7666fde52b55a,1
efcc2376e6ba65b4,1
fb07b0b91f37f14e90cc39137b781647198ac6133,1
383cf4832e5bbb44eb6f,1
a9e41353dfcd32458d0a7fa7292eb5f9a3950f333,1
1a2c91bce6f2ac615a11532f5c174b0ffed1d5621955,1
f8056c393edf4fec6a5,1
83273b0a857e,1
a0f6d6982725e3a895b8ae50eba6930b5ea6f81,1
8ac4f758877e7104c0d1d5,1
d8cf259a947ac9239a213dba037c7e01820,1
8dfdf1abc9,1
8443d140eea65d,1
8cc31312e207dae88df0c1d0a66a4292a55fb209,1
0a4c8dd79e19311c51185c74100358df94dcddb,1
a7a649a4497e49,1
b29cfce5a0ed365f38fd,1
d596eda404b3,1
375158870c0ed6dfa1cd839828a46c5a36b5,1
25e608149b2ef2c71ec7,1
4cffcdb4e34eb1ebd36d8b80f8c9fb69,1
25883db614e804962250ad,1
e57c02c29fdd83636970,1
ce75e7f328b873881355edd9569c531411479ff534908096b,1
7a0128d334999b13adc40b,1
82152d26aa2cf8bdf43ea61dc574906e51571f3b22a12a9ede,1
7aa6d14b45068e14c61c436f3e2f2bb55e256bb,1
57eda629f6c3f1a,1
73933349d15d219,1
c7be371205da5be3827c,1
a5a7e1e4a991b12ece665049dd5b902,1
dc16d217c64946c2c12ec031dcb17438cbbba973d85e,1
79c86677b6a1c02f3ca0dc1d4682d60ba9754a0,1
f561bfd86f0f38,1
981d748489a0c50d151575088ea8e8a44dbb0ce40,1
dda087583cd39b5aaffd56ac5bd50d37cf5dacd63286,1
b5c6c090b93780515be15cf86cb7ae894a7,1
616a5677a6750c10ec612647a9593b5a9,1
bd05ef9f48aacf2eb476352,1
a3360e32ed05a0e7,1
146fda476e12c46,1
ed10502cc817b59f4cd5e75eab785b,1
36b21f9ae1c0d0284c5c58259e1b88,1
3635a359fc09caa0b4840154,1
94eb27a5fec36e2,1
97c7a2ab4f5d,1
f8c3bda04942b600b9be32e38dfe82703157261eb4bfe0decb,1
686b864c287f6fc07d1665982842f773f4af4271d4a251,1
57e196f549f12c4cfe11abe01b5,1
3016e69df5f8a006dccfb2c00b,1
0684026569f6a913469673,1
6815d15cfe2e76df60c7c9c05a5,1
35a6fa85f18a0fd9fa,1
927d264a7563520310b7f00648c03a8f97,1
228f7e27e58a4c,1
003eda48738cac463ffd7697,1
bcbf17a6b247,1
d6538ac7d6c9f4824c67dc3bf69e,1
ce49cb930a39bfa6bbec942d24822beed489,1
46da1527fb780,1
657b2018f3daeed3a6aa17ba3992ec54d7c984,1
97d130a831c76c1da0570a,1
2dab3c8c211f37cef46c82ee7b8b852b487f349bf,1
8857d54d965bda8268dfcc052673364420096ba0cf8f,1
72cb6601b01ffb8dee45de8ed34937,1
6e08a6d98f,1
855331b2028f15df164c67537210d648408d7,1
e9abede607640cf5574442cdcaca2328a2c275034584c1,1
3be4ab28c066d5f5dd0d457c,1
495c108aa28871a23543,1
f8e075cf0ddb0f48e6859,1
ae34a99e6ef15,1
c5f9b4152529e645976f8,1
240fc0e73d394f75563b,1
18d7a79f2c646e1,1
d32c62184c021e3faee684c,1
458ffd9f475d321a2aad98fa4e6c8a7953bbf23f47,1
e0fc02c787da8641ad,1
2b7483f7578b55142e9a,1
39e078f23c98bfda74928f3d1a24fd5c0acecb602,1
2e6057eef08f81ce9e77cd58bd184cbfbb5258aaeba3e1,1
02045a7d2072f7b43901e5a6ae47c,1
2b40fe2a00fb9953dfed8aa4fa8da81219,1
9f323b8637db84a,1
3f860dbb764dc2f146d9d03a1ecac8e1a712a246ceb969,1
0bed3cbcbc71c982ffa73e6f13492b4dfbc8443f61c2d6fb,1
9fd739e34837056,1
2394de7ec12b5abb7f96c525342a72cc483619871,1
695c1b203ad054536922c29a8f37500c8f,1
87f19b5bc6cafe6684e76a2b84c394fd9f09385b0,1
67b05bcf2488d1d4cd4130b3d,1
3cc64e4605d855ac66060ac5f15e,1
1377d3c8b4a3b207d34c608690f3ffa10682b40226c3616f,1
ccfd2c6a59f9b300b6c60388950655c2bab50656b60184,1
dcb770f44e744f9f4dffd5,1
77009829613bf3f,1
c603f270f8b5d5f5d1078c1a89227a840b8ee67ca7,1
d1295a9cc1e80e79828,1
1a8377a770e6b993beab2627e0086e1cec8b9bf,1
3c2d35e112181e14b115,1
911bd68bb69015259976e4804c,1
c8a928cbb3ac5013adc22ab6060235fe53a43e4d90112,1
8ad6174090204,1
7b57f7e4d4d8a055f6390191a07eda6cf6e0662fc0fdb5bb,1
6f128f028516e08d4dc0d2b4ee3e,1
8203e614f5706a844286d628677c96052,1
9dc42a37cd9c84481cf55b16,1
fca5d683c011865d7bb4f07ca7a72a79c,1
06f090d2e8d9cdd5f626c5e37,1
7e4ab5cd8c5dee5bd5c132a8a055f92a895,1
e7f349b730a34,1
d13a65d09d0d7a708dcf7ba1,1
01544bd5f5d1a8afa55768ba1d6,1
97edce5dcd,1
63be11dfb8fbc4,1
dcdba1108b,1
794e3ee0f8343947ce325d252dabb44ae,1
3aba753178974c06b8ba5a73a3c712cf18,1
c8d6b940c30868df06afa10b0ff94afe1b7213c839e6,1
a7e709f764d1b910,1
f06681fbed,1
9fbe4a9570bf916f672d053e79123c406e49491e5,1
d60b796a62b11313461d1ff72e171fffb726e10ce71d63e,1
284f1cd99170e2d3129cfa1fc818c6d75ec8c6dd03dd96,1
4d2ed5f3b4998229a0b5c,1
34561f5b29ebbf3073c635fc4162441abbcf430ccf087c9e8,1
